Order Date Time,Product Name,Customer Name,Quantity,Region
11/29/2022 19:11,CT Scanner,Johns Hopkins Medicine,78,APAC
1/16/2023 11:13,MRI Scanner,Metro Hospital Center,19,EMEA
10/17/2022 18:45,Respiro Respirator,Mount Sinai Hospital,67,AMER
12/28/2022 6:15,Lumify Transducer,SLR Hospital Center,50,AMER
10/30/2022 0:36,Ultrasound System,Massachusetts Hospital,12,APAC
4/9/2022 14:05,Lumify Transducer,UCLA Medical Center,50,EMEA
1/23/2023 21:09,Anesthesia Machine,California Medical Center,73,AMER
12/31/2022 14:12,Respiro Respirator,Massachusetts Hospital,38,AMER
7/6/2022 20:16,Lumify Transducer,Paul Diagnostics,9,EMEA
10/21/2022 0:32,Anesthesia Machine,Shawn Sons Hospital,91,EMEA
11/24/2022 12:13,Respiro Respirator,Inova Emergency Care,1,EMEA
11/3/2022 1:14,Ultrasound System,Baylor Scott Health,38,AMER
1/30/2023 15:54,MRI Scanner,Mayo Clinic,16,APAC
12/11/2022 13:22,Respiro Respirator,Alexandria Hospital,46,APAC
1/26/2023 15:31,Azurion System,Fortis Healthcare,99,AMER
10/26/2022 17:00,Anesthesia Machine,Baylor Scott Health,41,EMEA
3/31/2022 6:42,Azurion System,Alexandria Hospital,91,AMER
11/25/2022 15:40,Ultrasound System,Alexandria Hospital,32,AMER
5/18/2022 15:56,Lumify Transducer,Steve Nursing Home,71,AMER
5/2/2022 9:01,Respiro Respirator,Metro Hospital Center,22,EMEA
8/12/2022 0:23,Azurion System,Cleveland Clinic,75,EMEA
7/1/2022 15:22,CT Scanner,California Medical Center,56,EMEA
8/23/2022 9:24,CT Scanner,Paul Diagnostics,50,APAC
1/7/2023 14:34,Ultrasound System,Alexandria Hospital,75,APAC
1/30/2023 0:02,Anesthesia Machine,Inova Emergency Care,74,AMER
1/19/2023 9:39,MRI Scanner,Paul Diagnostics,55,APAC
11/11/2022 14:43,Respiro Respirator,Cleveland Clinic,99,AMER
9/7/2022 5:48,CT Scanner,Jude Medical Center,16,APAC
11/6/2022 1:51,Ultrasound System,Jude Medical Center,97,EMEA
9/23/2022 19:48,Lumify Transducer,Metro Hospital Center,81,APAC
10/19/2022 11:20,Ultrasound System,Baylor Scott Health,54,EMEA
8/23/2022 9:31,Respiro Respirator,Kaiser Permanente,81,EMEA
9/15/2022 1:15,Ultrasound System,Metro Hospital Center,59,AMER
10/7/2022 13:21,Ultrasound System,Massachusetts Hospital,25,AMER
8/16/2022 7:35,Respiro Respirator,Shawn Sons Hospital,88,EMEA
9/1/2022 3:12,MRI Scanner,Massachusetts Hospital,15,APAC
4/19/2022 6:34,Ultrasound System,Baylor Scott Health,80,EMEA
12/27/2022 19:17,Anesthesia Machine,Alexandria Hospital,69,APAC
8/8/2022 1:08,Respiro Respirator,Mayo Clinic,18,APAC
4/10/2022 15:10,Ultrasound System,Richards Care,73,EMEA
8/26/2022 23:46,MRI Scanner,Baylor Scott Health,68,EMEA
5/31/2022 23:24,MRI Scanner,UCLA Medical Center,73,APAC
1/26/2023 17:18,CT Scanner,North General Hospital,48,EMEA
6/20/2022 14:56,CT Scanner,North General Hospital,19,EMEA
9/26/2022 18:09,Azurion System,Franco-USAese Hospital,57,AMER
8/6/2022 4:38,Lumify Transducer,UCLA Medical Center,79,EMEA
9/14/2022 21:53,Anesthesia Machine,Inova Emergency Care,65,AMER
1/1/2023 19:24,Respiro Respirator,UCLA Medical Center,3,AMER
7/3/2022 6:52,Anesthesia Machine,North General Hospital,72,EMEA
7/4/2022 5:43,Respiro Respirator,Kaiser Permanente,71,AMER
10/17/2022 0:58,CT Scanner,Franco-USAese Hospital,41,APAC
4/29/2022 1:45,Azurion System,Kaiser Permanente,36,APAC
12/15/2022 20:30,Respiro Respirator,California Medical Center,40,EMEA
4/30/2022 3:58,MRI Scanner,Johns Hopkins Medicine,9,AMER
10/30/2022 0:41,Azurion System,Shawn Sons Hospital,11,APAC
4/10/2022 1:02,Respiro Respirator,Franco-USAese Hospital,69,APAC
9/1/2022 15:05,Respiro Respirator,Franco-USAese Hospital,31,APAC
5/15/2022 4:24,Ultrasound System,Paul Diagnostics,2,APAC
7/4/2022 14:51,Lumify Transducer,North General Hospital,86,EMEA
9/3/2022 3:19,Respiro Respirator,Baylor Scott Health,23,APAC
10/29/2022 18:49,Azurion System,UCLA Medical Center,2,APAC
8/23/2022 16:27,Respiro Respirator,Metro Hospital Center,85,AMER
1/6/2023 18:34,CT Scanner,Baylor Scott Health,27,EMEA
7/21/2022 1:38,MRI Scanner,Richards Care,56,EMEA
2/9/2023 16:29,Anesthesia Machine,Fortis Healthcare,92,APAC
6/26/2022 15:40,CT Scanner,Jude Medical Center,75,APAC
7/11/2022 18:31,Respiro Respirator,UCLA Medical Center,61,APAC
2/7/2023 16:16,Anesthesia Machine,UCLA Medical Center,6,EMEA
4/4/2022 12:55,CT Scanner,Fortis Healthcare,67,AMER
5/20/2022 14:21,Respiro Respirator,Inova Emergency Care,45,APAC
12/29/2022 6:15,Respiro Respirator,Inova Emergency Care,60,EMEA
10/6/2022 9:16,Lumify Transducer,Paul Diagnostics,20,APAC
9/8/2022 23:49,Lumify Transducer,Paul Diagnostics,80,EMEA
6/14/2022 1:03,Ultrasound System,Mount Sinai Hospital,43,APAC
5/15/2022 3:43,Lumify Transducer,SLR Hospital Center,87,EMEA
7/12/2022 14:57,Ultrasound System,California Medical Center,84,APAC
4/12/2022 7:42,Ultrasound System,Massachusetts Hospital,54,EMEA
3/25/2022 17:48,Ultrasound System,Johns Hopkins Medicine,90,AMER
10/20/2022 10:04,CT Scanner,Alexandria Hospital,66,EMEA
5/30/2022 0:40,Lumify Transducer,Cleveland Clinic,3,APAC
10/30/2022 9:44,Ultrasound System,Paul Diagnostics,34,EMEA
7/30/2022 5:26,MRI Scanner,Mayo Clinic,60,EMEA
8/9/2022 18:44,MRI Scanner,Mount Sinai Hospital,29,AMER
7/22/2022 5:57,Anesthesia Machine,Franco-USAese Hospital,91,AMER
5/11/2022 9:06,Azurion System,Jude Medical Center,9,EMEA
10/6/2022 7:00,MRI Scanner,Richards Care,60,EMEA
4/2/2022 1:32,MRI Scanner,Alexandria Hospital,36,EMEA
1/22/2023 14:44,Ultrasound System,Jude Medical Center,1,EMEA
9/22/2022 6:05,MRI Scanner,Massachusetts Hospital,14,EMEA
5/19/2022 21:01,Azurion System,Baylor Scott Health,21,APAC
3/25/2022 5:18,MRI Scanner,Cleveland Clinic,51,AMER
2/9/2023 6:15,Azurion System,Johns Hopkins Medicine,44,APAC
2/5/2023 18:50,MRI Scanner,Johns Hopkins Medicine,91,AMER
7/29/2022 15:01,Ultrasound System,Franco-USAese Hospital,56,AMER
8/10/2022 16:48,Ultrasound System,Steve Nursing Home,53,AMER
4/13/2022 14:03,Azurion System,Shawn Sons Hospital,29,APAC
11/23/2022 12:23,Azurion System,Cleveland Clinic,12,APAC
2/22/2023 14:16,Lumify Transducer,Cleveland Clinic,93,EMEA
7/25/2022 0:46,Respiro Respirator,Mayo Clinic,85,EMEA
6/4/2022 13:06,Azurion System,Kaiser Permanente,6,EMEA
12/12/2022 12:40,Anesthesia Machine,Metro Hospital Center,80,AMER
1/18/2023 11:46,CT Scanner,Richards Care,10,EMEA
8/31/2022 9:58,CT Scanner,North General Hospital,85,APAC
7/7/2022 19:39,Ultrasound System,Steve Nursing Home,35,AMER
9/10/2022 10:25,Ultrasound System,Metro Hospital Center,100,EMEA
6/17/2022 23:16,Azurion System,Cleveland Clinic,87,EMEA
9/11/2022 12:22,Azurion System,North General Hospital,68,APAC
8/25/2022 22:10,Azurion System,Johns Hopkins Medicine,78,EMEA
2/15/2023 23:04,Respiro Respirator,Inova Emergency Care,21,APAC
11/4/2022 16:55,Ultrasound System,Alexandria Hospital,18,AMER
11/26/2022 15:34,Respiro Respirator,Steve Nursing Home,38,EMEA
6/3/2022 14:01,Ultrasound System,North General Hospital,88,APAC
6/6/2022 11:13,Ultrasound System,Shawn Sons Hospital,25,APAC
12/25/2022 13:07,Anesthesia Machine,Johns Hopkins Medicine,36,EMEA
7/15/2022 19:00,Respiro Respirator,Paul Diagnostics,51,APAC
12/8/2022 1:29,Lumify Transducer,Alexandria Hospital,11,AMER
3/6/2023 10:21,Azurion System,SLR Hospital Center,50,APAC
3/23/2022 20:20,Respiro Respirator,SLR Hospital Center,75,APAC
11/16/2022 11:10,MRI Scanner,California Medical Center,21,EMEA
11/2/2022 5:11,CT Scanner,UCLA Medical Center,96,AMER
9/7/2022 9:09,Respiro Respirator,Massachusetts Hospital,4,AMER
1/21/2023 19:13,Lumify Transducer,SLR Hospital Center,83,EMEA
9/2/2022 14:50,Lumify Transducer,Baylor Scott Health,99,EMEA
12/15/2022 10:45,Azurion System,Metro Hospital Center,43,AMER
5/4/2022 4:58,MRI Scanner,Jude Medical Center,73,AMER
11/15/2022 16:50,Anesthesia Machine,Shawn Sons Hospital,91,APAC
7/10/2022 11:42,MRI Scanner,Alexandria Hospital,36,APAC
10/30/2022 11:26,Azurion System,Fortis Healthcare,38,AMER
5/18/2022 17:37,Anesthesia Machine,Shawn Sons Hospital,36,AMER
1/4/2023 22:38,Ultrasound System,California Medical Center,75,EMEA
1/5/2023 5:52,CT Scanner,Kaiser Permanente,5,EMEA
3/29/2022 2:49,Respiro Respirator,Steve Nursing Home,36,APAC
1/15/2023 20:29,MRI Scanner,Baylor Scott Health,35,APAC
7/17/2022 12:28,Anesthesia Machine,Shawn Sons Hospital,95,APAC
1/12/2023 5:58,Anesthesia Machine,Paul Diagnostics,35,EMEA
10/3/2022 23:51,CT Scanner,UCLA Medical Center,26,EMEA
8/27/2022 18:49,Lumify Transducer,Shawn Sons Hospital,1,AMER
7/29/2022 15:49,Lumify Transducer,Baylor Scott Health,32,AMER
9/3/2022 9:18,Azurion System,California Medical Center,41,AMER
6/13/2022 7:30,Lumify Transducer,Fortis Healthcare,72,AMER
12/2/2022 1:03,Azurion System,Franco-USAese Hospital,99,AMER
6/12/2022 21:40,Anesthesia Machine,SLR Hospital Center,97,EMEA
5/20/2022 4:22,Respiro Respirator,Baylor Scott Health,53,APAC
8/22/2022 5:29,Ultrasound System,Richards Care,9,APAC
5/8/2022 0:39,Azurion System,Paul Diagnostics,94,AMER
9/26/2022 21:58,Respiro Respirator,Jude Medical Center,22,EMEA
11/10/2022 2:15,Ultrasound System,SLR Hospital Center,42,AMER
2/23/2023 19:04,Lumify Transducer,Jude Medical Center,61,EMEA
5/24/2022 5:42,Azurion System,Baylor Scott Health,83,EMEA
5/6/2022 2:56,Azurion System,Paul Diagnostics,64,AMER
9/18/2022 23:17,Anesthesia Machine,Jude Medical Center,98,APAC
8/3/2022 7:39,Lumify Transducer,Mount Sinai Hospital,48,AMER
10/3/2022 2:43,Azurion System,Kaiser Permanente,20,AMER
8/2/2022 22:04,Azurion System,Mayo Clinic,100,APAC
4/27/2022 4:12,Azurion System,Fortis Healthcare,98,AMER
4/19/2022 3:11,Lumify Transducer,Johns Hopkins Medicine,17,AMER
9/6/2022 5:36,Anesthesia Machine,SLR Hospital Center,53,AMER
5/16/2022 17:51,Anesthesia Machine,Kaiser Permanente,45,EMEA
9/18/2022 15:25,Ultrasound System,Kaiser Permanente,33,AMER
4/6/2022 7:41,Ultrasound System,Paul Diagnostics,98,AMER
7/21/2022 2:46,MRI Scanner,North General Hospital,46,EMEA
2/13/2023 11:01,CT Scanner,Metro Hospital Center,6,APAC
3/12/2023 7:01,Anesthesia Machine,Baylor Scott Health,28,AMER
5/21/2022 21:43,Azurion System,Franco-USAese Hospital,79,AMER
5/17/2022 0:03,Ultrasound System,Alexandria Hospital,39,EMEA
12/24/2022 7:09,Ultrasound System,Steve Nursing Home,26,EMEA
3/8/2023 14:43,MRI Scanner,Inova Emergency Care,56,APAC
5/16/2022 1:23,Ultrasound System,Richards Care,41,AMER
6/29/2022 19:17,MRI Scanner,Richards Care,1,AMER
8/9/2022 14:08,Lumify Transducer,Paul Diagnostics,26,AMER
1/9/2023 22:53,Respiro Respirator,Inova Emergency Care,78,EMEA
8/4/2022 16:32,MRI Scanner,Steve Nursing Home,39,AMER
4/5/2022 3:35,Anesthesia Machine,Metro Hospital Center,92,APAC
5/11/2022 20:26,Ultrasound System,Cleveland Clinic,1,EMEA
12/19/2022 19:59,CT Scanner,Jude Medical Center,44,EMEA
8/14/2022 20:44,Ultrasound System,Johns Hopkins Medicine,20,AMER
4/25/2022 20:08,MRI Scanner,Massachusetts Hospital,36,AMER
6/17/2022 14:04,Ultrasound System,Metro Hospital Center,90,EMEA
5/10/2022 7:40,Respiro Respirator,Mayo Clinic,59,APAC
11/23/2022 17:34,CT Scanner,Johns Hopkins Medicine,65,APAC
2/21/2023 13:00,Ultrasound System,Baylor Scott Health,60,EMEA
1/3/2023 10:30,Ultrasound System,Inova Emergency Care,8,AMER
8/18/2022 4:07,Anesthesia Machine,Steve Nursing Home,28,APAC
12/29/2022 2:50,Respiro Respirator,Steve Nursing Home,59,EMEA
8/27/2022 0:39,Lumify Transducer,SLR Hospital Center,79,APAC
5/8/2022 15:52,Respiro Respirator,Paul Diagnostics,88,APAC
3/2/2023 6:00,CT Scanner,Steve Nursing Home,35,APAC
3/16/2022 5:11,Anesthesia Machine,Metro Hospital Center,2,EMEA
11/16/2022 0:10,MRI Scanner,Inova Emergency Care,73,EMEA
4/8/2022 15:23,Lumify Transducer,Kaiser Permanente,92,EMEA
3/29/2022 14:56,Lumify Transducer,Paul Diagnostics,30,AMER
4/4/2022 19:36,Lumify Transducer,Kaiser Permanente,28,AMER
1/25/2023 4:38,MRI Scanner,Metro Hospital Center,9,APAC
6/28/2022 6:43,Ultrasound System,Inova Emergency Care,97,APAC
8/14/2022 5:39,Azurion System,Kaiser Permanente,100,EMEA
8/6/2022 2:20,Ultrasound System,UCLA Medical Center,56,APAC
10/21/2022 9:16,Ultrasound System,Mayo Clinic,57,EMEA
7/23/2022 7:11,Lumify Transducer,Paul Diagnostics,93,AMER
8/21/2022 10:02,Ultrasound System,California Medical Center,15,AMER
5/20/2022 13:16,MRI Scanner,Kaiser Permanente,76,APAC
7/2/2022 3:42,MRI Scanner,Jude Medical Center,11,AMER
3/19/2022 12:35,Lumify Transducer,Shawn Sons Hospital,14,EMEA
5/24/2022 23:17,Azurion System,California Medical Center,48,EMEA
11/15/2022 19:22,Ultrasound System,Johns Hopkins Medicine,34,APAC
11/28/2022 11:11,Lumify Transducer,Mayo Clinic,28,AMER
10/15/2022 18:41,CT Scanner,Metro Hospital Center,51,EMEA
8/22/2022 0:16,Anesthesia Machine,Shawn Sons Hospital,94,AMER
9/23/2022 15:40,Lumify Transducer,Cleveland Clinic,28,APAC
8/15/2022 1:54,MRI Scanner,UCLA Medical Center,91,APAC
9/7/2022 8:07,Ultrasound System,California Medical Center,13,APAC
10/14/2022 14:09,Respiro Respirator,Steve Nursing Home,1,APAC
8/30/2022 13:47,Anesthesia Machine,Cleveland Clinic,34,APAC
9/14/2022 15:01,Anesthesia Machine,SLR Hospital Center,13,EMEA
11/23/2022 1:57,Ultrasound System,Jude Medical Center,79,APAC
10/26/2022 11:03,Ultrasound System,Metro Hospital Center,10,EMEA
4/26/2022 18:09,Ultrasound System,Metro Hospital Center,52,AMER
8/12/2022 6:42,Respiro Respirator,UCLA Medical Center,88,AMER
3/11/2023 21:54,Anesthesia Machine,California Medical Center,12,APAC
12/26/2022 19:50,Respiro Respirator,Shawn Sons Hospital,60,EMEA
8/27/2022 2:48,Azurion System,Inova Emergency Care,77,APAC
4/28/2022 8:11,Anesthesia Machine,Steve Nursing Home,90,EMEA
12/26/2022 14:03,Ultrasound System,Baylor Scott Health,94,AMER
5/4/2022 8:11,Respiro Respirator,Cleveland Clinic,5,AMER
3/1/2023 5:54,Respiro Respirator,Metro Hospital Center,86,EMEA
3/8/2023 11:45,MRI Scanner,Fortis Healthcare,3,APAC
10/1/2022 23:46,Respiro Respirator,Mount Sinai Hospital,8,AMER
9/27/2022 7:43,Azurion System,Baylor Scott Health,90,APAC
10/3/2022 6:10,Ultrasound System,Massachusetts Hospital,6,EMEA
6/5/2022 23:05,Lumify Transducer,SLR Hospital Center,10,AMER
9/27/2022 22:42,MRI Scanner,Mount Sinai Hospital,48,AMER
2/15/2023 18:38,MRI Scanner,Mayo Clinic,89,EMEA
2/26/2023 0:41,Anesthesia Machine,North General Hospital,75,EMEA
8/3/2022 20:32,Anesthesia Machine,Shawn Sons Hospital,12,APAC
6/21/2022 9:16,Ultrasound System,North General Hospital,35,APAC
1/21/2023 0:15,Lumify Transducer,Shawn Sons Hospital,99,AMER
5/24/2022 21:15,CT Scanner,Franco-USAese Hospital,98,APAC
9/19/2022 9:50,Anesthesia Machine,Richards Care,79,EMEA
2/1/2023 1:14,Respiro Respirator,Paul Diagnostics,70,APAC
3/24/2022 8:24,Anesthesia Machine,Shawn Sons Hospital,83,EMEA
10/1/2022 1:26,Anesthesia Machine,Alexandria Hospital,24,EMEA
2/15/2023 13:21,Azurion System,Steve Nursing Home,60,AMER
4/6/2022 16:41,Lumify Transducer,Franco-USAese Hospital,86,APAC
1/17/2023 8:44,Azurion System,Massachusetts Hospital,6,EMEA
10/10/2022 0:48,MRI Scanner,Baylor Scott Health,77,EMEA
10/21/2022 12:16,Lumify Transducer,Alexandria Hospital,78,EMEA
1/23/2023 20:16,Respiro Respirator,Steve Nursing Home,33,APAC
12/27/2022 8:32,Azurion System,Mayo Clinic,55,APAC
6/2/2022 9:10,Lumify Transducer,Baylor Scott Health,34,EMEA
11/19/2022 7:55,CT Scanner,Paul Diagnostics,15,AMER
3/12/2023 10:40,Ultrasound System,North General Hospital,31,AMER
1/22/2023 11:29,Anesthesia Machine,North General Hospital,98,APAC
7/22/2022 1:50,CT Scanner,Inova Emergency Care,70,EMEA
10/27/2022 18:47,Anesthesia Machine,Jude Medical Center,80,AMER
1/16/2023 7:53,Anesthesia Machine,Inova Emergency Care,44,EMEA
1/20/2023 3:59,Lumify Transducer,Mount Sinai Hospital,5,EMEA
5/24/2022 8:37,Lumify Transducer,SLR Hospital Center,51,EMEA
8/20/2022 10:26,Azurion System,Jude Medical Center,40,APAC
10/22/2022 10:04,Respiro Respirator,California Medical Center,87,EMEA
11/25/2022 7:23,Anesthesia Machine,Jude Medical Center,45,AMER
9/12/2022 2:38,CT Scanner,Franco-USAese Hospital,79,EMEA
1/9/2023 2:23,MRI Scanner,California Medical Center,20,EMEA
8/25/2022 20:09,Lumify Transducer,Massachusetts Hospital,81,EMEA
7/20/2022 4:31,Anesthesia Machine,Paul Diagnostics,52,AMER
9/22/2022 13:19,Respiro Respirator,Jude Medical Center,58,EMEA
3/10/2023 10:30,Respiro Respirator,Johns Hopkins Medicine,59,EMEA
7/24/2022 0:12,MRI Scanner,Metro Hospital Center,1,AMER
5/25/2022 4:35,Azurion System,Fortis Healthcare,35,EMEA
5/25/2022 2:43,Lumify Transducer,Massachusetts Hospital,10,APAC
7/8/2022 4:41,Lumify Transducer,Steve Nursing Home,21,EMEA
3/4/2023 14:24,Lumify Transducer,Franco-USAese Hospital,56,AMER
6/7/2022 7:17,Anesthesia Machine,Mount Sinai Hospital,87,EMEA
12/11/2022 22:28,Azurion System,Fortis Healthcare,78,APAC
5/18/2022 20:54,Anesthesia Machine,Inova Emergency Care,79,AMER
2/10/2023 11:43,Azurion System,Steve Nursing Home,97,AMER
8/30/2022 4:14,Azurion System,Kaiser Permanente,19,EMEA
2/7/2023 1:05,Respiro Respirator,Cleveland Clinic,53,APAC
12/7/2022 19:13,CT Scanner,Shawn Sons Hospital,47,APAC
12/4/2022 5:56,MRI Scanner,Richards Care,49,AMER
11/28/2022 4:11,MRI Scanner,Shawn Sons Hospital,45,EMEA
11/27/2022 20:36,Ultrasound System,Baylor Scott Health,19,AMER
7/1/2022 0:39,MRI Scanner,Kaiser Permanente,81,APAC
5/31/2022 2:30,Ultrasound System,Baylor Scott Health,66,APAC
9/15/2022 17:43,Anesthesia Machine,Metro Hospital Center,4,APAC
7/19/2022 13:13,Azurion System,Johns Hopkins Medicine,19,AMER
11/2/2022 11:30,Anesthesia Machine,Richards Care,14,AMER
12/7/2022 8:24,CT Scanner,North General Hospital,82,AMER
10/29/2022 8:50,Azurion System,Kaiser Permanente,42,APAC
11/22/2022 0:54,Respiro Respirator,Steve Nursing Home,63,AMER
3/27/2022 22:16,CT Scanner,Alexandria Hospital,88,AMER
1/24/2023 0:08,Respiro Respirator,Jude Medical Center,27,AMER
5/29/2022 11:48,MRI Scanner,Mayo Clinic,91,EMEA
1/12/2023 6:09,MRI Scanner,Johns Hopkins Medicine,15,AMER
1/25/2023 10:32,MRI Scanner,Baylor Scott Health,32,APAC
9/26/2022 2:52,CT Scanner,Mayo Clinic,62,EMEA
10/19/2022 19:37,Anesthesia Machine,Mount Sinai Hospital,74,EMEA
11/21/2022 17:54,MRI Scanner,Jude Medical Center,33,AMER
10/24/2022 11:37,CT Scanner,Inova Emergency Care,21,APAC
9/8/2022 20:07,Anesthesia Machine,Massachusetts Hospital,93,EMEA
6/30/2022 9:37,CT Scanner,Kaiser Permanente,83,EMEA
4/6/2022 14:34,Ultrasound System,California Medical Center,7,APAC
7/14/2022 16:40,CT Scanner,Fortis Healthcare,50,EMEA
12/10/2022 7:12,CT Scanner,Richards Care,99,EMEA
2/20/2023 0:08,Azurion System,Mount Sinai Hospital,50,EMEA
11/4/2022 12:06,Lumify Transducer,Steve Nursing Home,29,AMER
9/14/2022 18:40,Lumify Transducer,Mayo Clinic,50,APAC
3/16/2022 5:25,Ultrasound System,UCLA Medical Center,26,APAC
8/29/2022 20:59,Respiro Respirator,Inova Emergency Care,95,AMER
4/29/2022 16:10,Respiro Respirator,Paul Diagnostics,74,EMEA
7/24/2022 8:48,Respiro Respirator,Johns Hopkins Medicine,95,EMEA
12/15/2022 19:07,Ultrasound System,Inova Emergency Care,9,AMER
1/30/2023 20:42,Azurion System,Massachusetts Hospital,15,AMER
9/12/2022 8:24,MRI Scanner,Paul Diagnostics,78,APAC
12/29/2022 22:09,Azurion System,Mayo Clinic,9,AMER
4/20/2022 11:39,Anesthesia Machine,UCLA Medical Center,39,APAC
6/10/2022 9:13,Anesthesia Machine,Cleveland Clinic,92,AMER
3/16/2022 1:54,Lumify Transducer,Fortis Healthcare,61,AMER
1/18/2023 6:56,Lumify Transducer,North General Hospital,46,AMER
2/26/2023 6:50,Ultrasound System,Mount Sinai Hospital,15,AMER
12/10/2022 18:58,Azurion System,Inova Emergency Care,20,AMER
3/30/2022 2:15,Lumify Transducer,Richards Care,9,APAC
7/4/2022 12:07,CT Scanner,North General Hospital,36,EMEA
12/18/2022 6:09,Respiro Respirator,Jude Medical Center,51,AMER
5/17/2022 6:22,MRI Scanner,Paul Diagnostics,17,EMEA
2/22/2023 17:38,CT Scanner,UCLA Medical Center,63,EMEA
3/17/2022 0:57,Azurion System,California Medical Center,98,APAC
4/12/2022 13:56,Anesthesia Machine,Inova Emergency Care,20,AMER
11/1/2022 12:57,Respiro Respirator,Alexandria Hospital,97,AMER
9/22/2022 14:57,Anesthesia Machine,California Medical Center,96,AMER
4/16/2022 9:44,CT Scanner,SLR Hospital Center,88,EMEA
6/16/2022 17:21,Azurion System,SLR Hospital Center,49,APAC
9/12/2022 9:20,Azurion System,Shawn Sons Hospital,56,EMEA
10/21/2022 12:32,Ultrasound System,Kaiser Permanente,17,APAC
12/5/2022 7:34,Respiro Respirator,Paul Diagnostics,13,EMEA
5/27/2022 11:44,Respiro Respirator,Johns Hopkins Medicine,68,APAC
5/29/2022 23:46,Azurion System,North General Hospital,96,APAC
9/9/2022 19:53,Ultrasound System,Alexandria Hospital,9,EMEA
1/3/2023 19:24,MRI Scanner,Jude Medical Center,48,APAC
5/25/2022 9:27,Azurion System,Shawn Sons Hospital,78,AMER
8/9/2022 22:26,Lumify Transducer,North General Hospital,8,AMER
10/31/2022 9:59,Respiro Respirator,North General Hospital,90,APAC
8/28/2022 13:29,CT Scanner,UCLA Medical Center,40,AMER
8/19/2022 21:49,CT Scanner,Mayo Clinic,7,EMEA
6/14/2022 9:59,Respiro Respirator,SLR Hospital Center,50,AMER
7/23/2022 1:04,MRI Scanner,Inova Emergency Care,42,APAC
9/15/2022 1:19,Azurion System,Baylor Scott Health,92,AMER
1/3/2023 22:16,Respiro Respirator,UCLA Medical Center,72,APAC
11/7/2022 23:58,CT Scanner,Massachusetts Hospital,90,APAC
9/26/2022 3:27,Lumify Transducer,Jude Medical Center,47,AMER
8/30/2022 23:49,Lumify Transducer,Fortis Healthcare,43,AMER
6/9/2022 12:43,CT Scanner,Mount Sinai Hospital,25,AMER
7/7/2022 4:23,Ultrasound System,Massachusetts Hospital,72,AMER
6/21/2022 9:28,Lumify Transducer,Shawn Sons Hospital,67,APAC
2/1/2023 12:26,Azurion System,Shawn Sons Hospital,60,AMER
6/10/2022 1:52,Respiro Respirator,Kaiser Permanente,12,AMER
10/12/2022 3:24,Ultrasound System,Johns Hopkins Medicine,2,EMEA
12/16/2022 11:48,Azurion System,Jude Medical Center,55,EMEA
10/24/2022 2:47,Respiro Respirator,Mayo Clinic,70,EMEA
7/28/2022 11:07,Azurion System,Franco-USAese Hospital,31,AMER
3/2/2023 3:10,Azurion System,Baylor Scott Health,47,APAC
11/29/2022 11:10,Respiro Respirator,Shawn Sons Hospital,60,EMEA
7/3/2022 0:27,MRI Scanner,Jude Medical Center,31,APAC
10/11/2022 12:42,Lumify Transducer,Shawn Sons Hospital,23,APAC
9/21/2022 18:49,CT Scanner,North General Hospital,6,AMER
12/28/2022 9:39,Lumify Transducer,UCLA Medical Center,91,AMER
4/8/2022 7:44,Anesthesia Machine,Steve Nursing Home,76,APAC
1/10/2023 3:03,Azurion System,Kaiser Permanente,42,EMEA
9/22/2022 16:50,Ultrasound System,Fortis Healthcare,74,AMER
5/24/2022 11:05,Anesthesia Machine,North General Hospital,77,AMER
10/4/2022 2:18,Respiro Respirator,Richards Care,6,AMER
7/28/2022 4:25,Azurion System,Baylor Scott Health,96,EMEA
4/30/2022 13:36,Respiro Respirator,Jude Medical Center,99,APAC
9/6/2022 20:53,Respiro Respirator,Jude Medical Center,18,AMER
2/10/2023 0:39,MRI Scanner,Shawn Sons Hospital,60,EMEA
4/4/2022 20:36,Ultrasound System,Jude Medical Center,3,EMEA
7/18/2022 6:01,Anesthesia Machine,Shawn Sons Hospital,96,AMER
4/19/2022 9:54,Ultrasound System,Cleveland Clinic,5,AMER
3/2/2023 10:06,CT Scanner,Baylor Scott Health,37,EMEA
12/18/2022 10:02,MRI Scanner,Massachusetts Hospital,100,AMER
6/3/2022 23:13,Respiro Respirator,Jude Medical Center,96,APAC
1/29/2023 13:14,Lumify Transducer,Metro Hospital Center,78,EMEA
1/27/2023 19:01,MRI Scanner,Steve Nursing Home,36,APAC
4/8/2022 14:43,Azurion System,California Medical Center,30,EMEA
6/4/2022 10:35,Azurion System,Cleveland Clinic,28,AMER
8/18/2022 9:54,Respiro Respirator,Steve Nursing Home,44,AMER
9/16/2022 22:36,Anesthesia Machine,Baylor Scott Health,82,EMEA
8/12/2022 4:29,Respiro Respirator,Steve Nursing Home,20,EMEA
8/4/2022 1:03,CT Scanner,Inova Emergency Care,16,EMEA
4/27/2022 23:54,Lumify Transducer,Alexandria Hospital,86,APAC
10/31/2022 19:20,Azurion System,Johns Hopkins Medicine,48,EMEA
12/15/2022 3:21,Respiro Respirator,Steve Nursing Home,55,AMER
7/14/2022 9:32,Anesthesia Machine,Mount Sinai Hospital,19,EMEA
10/27/2022 9:10,MRI Scanner,Baylor Scott Health,7,AMER
7/2/2022 13:56,Azurion System,UCLA Medical Center,51,EMEA
8/5/2022 0:30,Lumify Transducer,Paul Diagnostics,75,APAC
